"Channel 2"
7.820955E-005
9.159182E-005
9.828296E-005
1.317386E-004
1.685399E-004
1.819222E-004
1.585032E-004
1.016285E-004
3.806274E-005
4.607068E-006
1.261500E-006
-2.215747E-005
-4.223088E-005
-6.230429E-005
-7.234099E-005
-6.899542E-005
-6.230429E-005
-6.564985E-005
-9.241440E-005
-9.241440E-005
-7.568656E-005
-4.223088E-005
1.129820E-005
5.813615E-005
9.828296E-005
1.083197E-004
8.824626E-005
6.482728E-005
5.813615E-005
5.479058E-005
5.144501E-005
5.144501E-005
6.817285E-005
6.817285E-005
5.144501E-005
2.133491E-005
-8.775202E-006
-2.884861E-005
-5.895872E-005
-7.903212E-005
-7.903212E-005
-7.903212E-005
-1.024511E-004
-1.124878E-004
-1.124878E-004
-1.258701E-004
-1.191789E-004
-1.057967E-004
-7.903212E-005
-4.892201E-005
-4.223088E-005
-4.892201E-005
-4.557645E-005
-2.084067E-006
3.137161E-005
4.809945E-005
4.140831E-005
7.952635E-006
-2.550304E-005
-5.226758E-005
-5.561315E-005
-6.230429E-005
-8.572326E-005
-8.237769E-005
-6.230429E-005
-6.564985E-005
-9.910553E-005
-1.359068E-004
-1.392523E-004
-1.258701E-004
-1.325612E-004
-1.392523E-004
-1.526346E-004
-1.526346E-004
-1.258701E-004
-1.091422E-004
-1.024511E-004
-9.910553E-005
-8.906882E-005
-6.899542E-005
-5.895872E-005
-8.906882E-005
-1.124878E-004
-5.226758E-005
3.471717E-005
3.137161E-005
-2.884861E-005
-7.234099E-005
-6.230429E-005
7.952635E-006
3.806274E-005
-1.212077E-005
-4.892201E-005
-8.775202E-006
2.802604E-005
1.798934E-005
-1.546634E-005
-3.553975E-005
-1.546634E-005
4.475388E-005
8.824626E-005
4.140831E-005
-2.550304E-005
-5.226758E-005
-1.212077E-005
3.806274E-005
5.144501E-005
3.806274E-005
3.137161E-005
4.140831E-005
6.148172E-005
6.817285E-005
5.479058E-005
4.140831E-005
7.151842E-005
1.016285E-004
1.016285E-004
9.159182E-005
7.820955E-005
8.490069E-005
1.049741E-004
1.016285E-004
6.148172E-005
2.468047E-005
1.464377E-005
1.129820E-005
2.133491E-005
1.798934E-005
7.952635E-006
-2.084067E-006
-2.215747E-005
-4.223088E-005
-5.226758E-005
-3.553975E-005
-5.429635E-006
1.464377E-005
2.802604E-005
2.802604E-005
4.607068E-006
-1.881190E-005
-2.550304E-005
-5.429635E-006
1.798934E-005
4.607068E-006
-2.550304E-005
-2.884861E-005
-1.546634E-005
-2.884861E-005
-7.234099E-005
-1.024511E-004
-1.024511E-004
-9.575996E-005
-9.575996E-005
-1.024511E-004
-1.057967E-004
-6.564985E-005
-2.884861E-005
-3.553975E-005
-6.230429E-005
-8.572326E-005
-9.241440E-005
-6.899542E-005
-4.892201E-005
-4.557645E-005
-4.223088E-005
-3.888531E-005
-4.223088E-005
-4.223088E-005
-2.884861E-005
-1.881190E-005
-1.212077E-005
1.261500E-006
1.261500E-006
1.261500E-006
-1.881190E-005
-4.223088E-005
-4.223088E-005
-2.215747E-005
1.464377E-005
3.137161E-005
3.471717E-005
2.468047E-005
1.261500E-006
7.952635E-006
2.802604E-005
4.475388E-005
5.479058E-005
6.148172E-005
6.817285E-005
6.482728E-005
4.475388E-005
3.471717E-005
3.471717E-005
4.475388E-005
6.148172E-005
4.475388E-005
2.133491E-005
1.129820E-005
1.261500E-006
-8.775202E-006
-1.546634E-005
-2.215747E-005
-1.881190E-005
-8.775202E-006
-1.212077E-005
-3.219418E-005
-5.561315E-005
-4.557645E-005
-3.553975E-005
-2.884861E-005
1.261500E-006
3.471717E-005
3.806274E-005
3.137161E-005
4.475388E-005
3.806274E-005
1.464377E-005
7.952635E-006
3.137161E-005
4.475388E-005
2.133491E-005
7.952635E-006
3.137161E-005
5.479058E-005
6.482728E-005
8.155512E-005
7.151842E-005
6.482728E-005
7.151842E-005
4.809945E-005
4.607068E-006
-1.546634E-005
1.261500E-006
-2.084067E-006
1.261500E-006
1.261500E-006
-5.429635E-006
1.261500E-006
-5.429635E-006
7.952635E-006
1.798934E-005
1.464377E-005
4.607068E-006
-3.219418E-005
-6.564985E-005
-6.899542E-005
-5.561315E-005
-4.557645E-005
-4.892201E-005
-5.895872E-005
-5.226758E-005
-5.561315E-005
-6.899542E-005
-6.899542E-005
-5.895872E-005
-4.892201E-005
-4.557645E-005
-5.895872E-005
-7.234099E-005
-5.895872E-005
-5.226758E-005
-6.899542E-005
-7.568656E-005
-8.237769E-005
-9.241440E-005
-1.024511E-004
-9.241440E-005
-8.906882E-005
-7.234099E-005
-4.892201E-005
-4.557645E-005
-4.557645E-005
-4.223088E-005
-3.888531E-005
-3.888531E-005
-4.557645E-005
-3.888531E-005
-3.219418E-005
-3.888531E-005
-2.884861E-005
-1.546634E-005
-1.212077E-005
-1.546634E-005
1.261500E-006
2.468047E-005
2.468047E-005
1.129820E-005
4.607068E-006
4.607068E-006
7.952635E-006
1.798934E-005
2.468047E-005
3.471717E-005
4.475388E-005
4.140831E-005
2.468047E-005
1.798934E-005
2.468047E-005
1.798934E-005
7.952635E-006
4.607068E-006
1.798934E-005
3.471717E-005
3.471717E-005
2.468047E-005
2.468047E-005
2.468047E-005
1.798934E-005
1.464377E-005
1.464377E-005
1.798934E-005
3.471717E-005
4.809945E-005
4.809945E-005
2.468047E-005
-8.775202E-006
-4.223088E-005
-5.226758E-005
-4.223088E-005
-2.550304E-005
-2.084067E-006
1.129820E-005
1.129820E-005
7.952635E-006
1.798934E-005
3.137161E-005
3.806274E-005
3.806274E-005
3.806274E-005
3.806274E-005
3.806274E-005
4.809945E-005
5.813615E-005
4.809945E-005
2.802604E-005
2.133491E-005
2.802604E-005
3.806274E-005
5.144501E-005
5.813615E-005
4.809945E-005
4.140831E-005
2.802604E-005
3.471717E-005
6.148172E-005
5.813615E-005
5.813615E-005
6.817285E-005
8.155512E-005
9.493739E-005
9.828296E-005
7.486399E-005
5.479058E-005
4.475388E-005
3.471717E-005
2.468047E-005
2.468047E-005
3.471717E-005
4.475388E-005
4.475388E-005
3.471717E-005
1.798934E-005
4.607068E-006
-1.212077E-005
1.261500E-006
3.806274E-005
4.809945E-005
3.137161E-005
4.607068E-006
1.129820E-005
7.952635E-006
1.129820E-005
2.802604E-005
2.133491E-005
4.607068E-006
-1.212077E-005
-2.215747E-005
-3.553975E-005
-1.546634E-005
-8.775202E-006
-2.550304E-005
-1.212077E-005
-5.429635E-006
-2.084067E-006
-8.775202E-006
-1.546634E-005
-1.546634E-005
-1.546634E-005
-2.215747E-005
-2.884861E-005
-3.219418E-005
-1.881190E-005
2.802604E-005
5.479058E-005
3.806274E-005
2.468047E-005
1.129820E-005
7.952635E-006
7.952635E-006
1.261500E-006
1.464377E-005
